DateTime2,Location,DateTime,Temp,Lat,Long
2009/05/20 12:12:12,Agra,20-05-2009 12:12,31.7625,27.18,78.02
2009/06/20 12:12:12,Agra,20-06-2009 12:12,30.89087,27.18,78.02
2009/07/20 12:12:12,Agra,20-07-2009 12:12,28.54359,27.18,78.02
2009/08/20 12:12:12,Agra,20-08-2009 12:12,29.52453,27.18,78.02
2009/09/20 12:12:12,Agra,20-09-2009 12:12,30.81073,27.18,78.02
2009/10/20 12:12:12,Agra,20-10-2009 12:12,28.65205,27.18,78.02
2009/11/20 12:12:12,Agra,20-11-2009 12:12,25.75556,27.18,78.02
2009/12/20 12:12:12,Agra,20-12-2009 12:12,22.04023,27.18,78.02
2010/01/20 12:12:12,Agra,20-01-2010 12:12,21.50906,27.18,78.02
2010/02/20 12:12:12,Agra,20-02-2010 12:12,23.52336,27.18,78.02
2010/03/20 12:12:12,Agra,20-03-2010 12:12,29.10931,27.18,78.02
2010/04/20 12:12:12,Agra,20-04-2010 12:12,31.52172,27.18,78.02
2010/05/20 12:12:12,Agra,20-05-2010 12:12,32.29353,27.18,78.02
2010/06/20 12:12:12,Agra,20-06-2010 12:12,30.6117,27.18,78.02
2010/07/20 12:12:12,Agra,20-07-2010 12:12,28.25641,27.18,78.02
2010/08/20 12:12:12,Agra,20-08-2010 12:12,28.97326,27.18,78.02
2010/09/20 12:12:12,Agra,20-09-2010 12:12,30.23111,27.18,78.02
2010/10/20 12:12:12,Agra,20-10-2010 12:12,29.08411,27.18,78.02
2010/11/20 12:12:12,Agra,20-11-2010 12:12,26.52903,27.18,78.02
2010/12/20 12:12:12,Agra,20-12-2010 12:12,20.95021,27.18,78.02
2011/01/20 12:12:12,Agra,20-01-2011 12:12,20.57681,27.18,78.02
2011/02/20 12:12:12,Agra,20-02-2011 12:12,23.03583,27.18,78.02
2011/03/20 12:12:12,Agra,20-03-2011 12:12,26.45403,27.18,78.02
2011/04/20 12:12:12,Agra,20-04-2011 12:12,28.9689,27.18,78.02
2011/05/20 12:12:12,Agra,20-05-2011 12:12,31.99483,27.18,78.02
2011/06/20 12:12:12,Agra,20-06-2011 12:12,30.70833,27.18,78.02
2011/07/20 12:12:12,Agra,20-07-2011 12:12,28.30769,27.18,78.02
2011/08/20 12:12:12,Agra,20-08-2011 12:12,28.83544,27.18,78.02
2011/09/20 12:12:12,Agra,20-09-2011 12:12,30.34476,27.18,78.02
2011/10/20 12:12:12,Agra,20-10-2011 12:12,29.00452,27.18,78.02
2011/11/20 12:12:12,Agra,20-11-2011 12:12,26.36741,27.18,78.02
2011/12/20 12:12:12,Agra,20-12-2011 12:12,21.62602,27.18,78.02
2012/01/20 12:12:12,Agra,20-01-2012 12:12,20.49819,27.18,78.02
2012/02/20 12:12:12,Agra,20-02-2012 12:12,22.63694,27.18,78.02
2012/03/20 12:12:12,Agra,20-03-2012 12:12,26.31139,27.18,78.02
2012/04/20 12:12:12,Agra,20-04-2012 12:12,29.84574,27.18,78.02
2012/05/20 12:12:12,Agra,20-05-2012 12:12,31.77356,27.18,78.02
2012/06/20 12:12:12,Agra,20-06-2012 12:12,31.04119,27.18,78.02
2012/07/20 12:12:12,Agra,20-07-2012 12:12,28.69744,27.18,78.02
2012/08/20 12:12:12,Agra,20-08-2012 12:12,28.95206,27.18,78.02
2012/09/20 12:12:12,Agra,20-09-2012 12:12,30.28794,27.18,78.02
2012/10/20 12:12:12,Agra,20-10-2012 12:12,28.25411,27.18,78.02
2012/11/20 12:12:12,Agra,20-11-2012 12:12,25.69784,27.18,78.02
2012/12/20 12:12:12,Agra,20-12-2012 12:12,21.70232,27.18,78.02
2013/01/20 12:12:12,Agra,20-01-2013 12:12,21.2058,27.18,78.02
2013/02/20 12:12:12,Agra,20-02-2013 12:12,23.34608,27.18,78.02
2013/03/20 12:12:12,Agra,20-03-2013 12:12,26.91486,27.18,78.02
2013/04/20 12:12:12,Agra,20-04-2013 12:12,29.93453,27.18,78.02
2013/05/20 12:12:12,Agra,20-05-2013 12:12,32.14971,27.18,78.02
